caseid,start,end,imp_misconduct,imp_private_gain,imp_monitor_opponents,imp_equal_rights,imp_journalists,imp_private_violence,imp_free_speech,imp_patriotism,imp_foreign_influence,imp_ban_ideology,imp_voting_rights,imp_votes_impact,imp_election_fraud,imp_expand_executive,imp_legislature_check,imp_judiciary_check,imp_judicial_ind,imp_participation,imp_funds_transparent,imp_contributions,imp_opinions,imp_districts,imp_common_und,imp_compromise,imp_candidates_disclose,imp_protest,imp_investigations,perf_misconduct,perf_private_gain,perf_monitor_opponents,perf_equal_rights,perf_journalists,perf_private_violence,perf_free_speech,perf_patriotism,perf_foreign_influence,perf_ban_ideology,perf_voting_rights,perf_votes_impact,perf_election_fraud,perf_expand_executive,perf_legislature_check,perf_judiciary_check,perf_judicial_ind,perf_participation,perf_funds_transparent,perf_contributions,perf_opinions,perf_districts,perf_common_und,perf_compromise,perf_candidates_disclose,perf_protest,perf_investigations,US_2017_SEPT,faculty_rank,field,wave,imp_science,imp_restraint,perf_science,perf_restraint,US_2017_FEB,US_2017_MAY,US_2015,US_2005,US_1995,US_1985,US_1975,US_1950,US_1900,US_1850,US_1800,democracy_importance,US_democracy_rating
W1BLW0008625,2017-02-14 17:15:37,2017-02-14 17:19:33,Essential,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0002890,2017-02-14 17:14:32,2017-02-14 17:19:37,Essential,Important,Essential,Essential,Important,Important,Important,Important,Important,Important,Essential,Important,Essential,Essential,Essential,Important,Essential,,,,,,,,,,,Does not meet,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Does not meet,Fully meets,Partly meets,Does not meet,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Does not meet,Does not meet,50,,,,,,,,,,,,
W1BLW0009083,2017-02-14 17:14:32,2017-02-14 17:19:39,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,Important,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Fully meets,Fully meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Does not meet,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Partly meets,80,,,,,,,,,,,,
W1BLW0008752,2017-02-14 17:16:09,2017-02-14 17:20:14,Important,Important,Important,Essential,Essential,Important,Important,Beneficial,Essential,Important,Essential,Important,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Does not meet,Does not meet,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Fully meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Beneficial,Does not meet,Does not meet,50,,,,,,,,,,,,
W1BLW0005275,2017-02-14 17:18:01,2017-02-14 17:21:16,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Mostly meets,Does not meet,Mostly meets,Mostly meets,Does not meet,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Fully meets,,Mostly meets,Fully meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0009916,2017-02-14 17:16:25,2017-02-14 17:21:22,Beneficial,Essential,Important,Essential,Important,Essential,Important,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Beneficial,Beneficial,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,50,,,,,,,,,,,,
W1BLW0008564,2017-02-14 17:17:10,2017-02-14 17:21:30,Important,Important,Essential,Important,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,Important,Important,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Does not meet,,,,,,,,,,,,,,1,Important,Important,Partly meets,Mostly meets,60,,,,,,,,,,,,
W1BLW0007450,2017-02-14 17:15:10,2017-02-14 17:22:17,Important,Important,Essential,Essential,Important,Essential,Essential,Important,Beneficial,Essential,Essential,Important,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Mostly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0003351,2017-02-14 17:15:21,2017-02-14 17:22:27,Essential,Essential,Important,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Not relevant,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Partly meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Does not meet,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Mostly meets,Mostly meets,60,,,,,,,,,,,,
W1BLW0006727,2017-02-14 17:18:25,2017-02-14 17:22:28,Beneficial,Important,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Important,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Does not meet,,Fully meets,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0008824,2017-02-14 17:19:56,2017-02-14 17:22:47,Essential,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0009563,2017-02-14 17:17:53,2017-02-14 17:23:12,Important,Beneficial,Important,Essential,Essential,Essential,Essential,Beneficial,Important,Important,Essential,Beneficial,Essential,Important,Important,Beneficial,Important,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Partly meets,,Fully meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,80,,,,,,,,,,,,
W1BLW0001497,2017-02-14 17:16:46,2017-02-14 17:23:38,Beneficial,Important,Essential,Important,Beneficial,Beneficial,Beneficial,Not relevant,Beneficial,Essential,Essential,Important,Essential,Important,Important,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Partly meets,Fully meets,,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0008609,2017-02-14 17:17:23,2017-02-14 17:23:44,Important,Beneficial,Essential,Important,Essential,Important,Important,Important,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,90,,,,,,,,,,,,
W1BLW0003298,2017-02-14 17:16:44,2017-02-14 17:23:48,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Mostly meets,Does not meet,90,,,,,,,,,,,,
W1BLW0007534,2017-02-14 17:12:33,2017-02-14 17:24:27,Important,Beneficial,Essential,Essential,Essential,Essential,Important,Beneficial,Important,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,80,,,,,,,,,,,,
W1BLW0009002,2017-02-14 17:18:11,2017-02-14 17:24:31,Essential,Important,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,,Does not meet,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0009011,2017-02-14 17:20:36,2017-02-14 17:24:36,Important,Essential,Important,Essential,Important,Essential,Important,Beneficial,Important,Essential,Essential,Important,Essential,Essential,Important,Important,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0001664,2017-02-14 17:20:37,2017-02-14 17:25:47,,Essential,Essential,Essential,Essential,Essential,,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,Essential,Essential,,,,,,,,,,,,Does not meet,Partly meets,Does not meet,Partly meets,Mostly meets,,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Mostly meets,Partly meets,,Partly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0007937,2017-02-14 17:20:38,2017-02-14 17:26:04,Essential,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0001986,2017-02-14 17:20:52,2017-02-14 17:26:44,Important,Important,Important,Essential,Essential,Essential,Essential,Beneficial,Important,Essential,Essential,Essential,Essential,Important,Beneficial,Beneficial,Important,,,,,,,,,,,Fully meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Mostly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0001164,2017-02-14 17:21:21,2017-02-14 17:26:53,Important,Beneficial,Important,Essential,Important,Important,Beneficial,Beneficial,Important,Essential,Essential,Important,Essential,Essential,Beneficial,Essential,Important,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Fully meets,Partly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0009333,2017-02-14 17:21:23,2017-02-14 17:27:03,Essential,Important,Essential,Essential,Important,Important,Essential,Beneficial,Essential,Essential,Essential,Beneficial,Essential,Important,Important,Important,Essential,,,,,,,,,,,Does not meet,Partly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Mostly meets,Does not meet,Mostly meets,Fully meets,Partly meets,,,,,,,,,,,,,,1,Important,Beneficial,Does not meet,Mostly meets,70,,,,,,,,,,,,
W1BLW0003503,2017-02-14 17:16:47,2017-02-14 17:27:17,Important,Important,Important,Essential,Important,Important,Essential,Beneficial,Important,Important,Important,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Partly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0007513,2017-02-14 17:17:38,2017-02-14 17:27:25,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Beneficial,Beneficial,Essential,Important,Important,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Does not meet,Does not meet,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Does not meet,,80,,,,,,,,,,,,
W1BLW0004992,2017-02-14 17:18:07,2017-02-14 17:27:53,Important,Important,Essential,Essential,Important,Essential,Important,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Fully meets,Mostly meets,Fully meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0007224,2017-02-14 17:21:27,2017-02-14 17:27:55,Important,Beneficial,Essential,Essential,Important,Essential,Important,Beneficial,Important,Important,Important,Important,Essential,Important,Essential,Important,Important,,,,,,,,,,,Mostly meets,Mostly meets,Fully meets,Partly meets,Fully meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0005397,2017-02-14 17:22:43,2017-02-14 17:28:26,Beneficial,Essential,Essential,Beneficial,Essential,Beneficial,Important,Not relevant,Beneficial,Important,Beneficial,Not relevant,Essential,Important,Important,Important,Important,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Does not meet,Does not meet,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,90,,,,,,,,,,,,
W1BLW0006454,2017-02-14 17:21:43,2017-02-14 17:29:36,Important,Important,Essential,Important,Important,Essential,Essential,Beneficial,Beneficial,Essential,Important,Important,Essential,Essential,Important,Important,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0006981,2017-02-14 17:23:23,2017-02-14 17:29:44,Important,Beneficial,Essential,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,Important,Essential,,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Partly meets,Partly meets,Fully meets,,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Important,Mostly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0006957,2017-02-14 17:23:38,2017-02-14 17:29:54,Important,Important,Essential,Important,Important,Essential,Essential,Important,Essential,,Essential,Essential,Important,Essential,Important,Important,Essential,,,,,,,,,,,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0003766,2017-02-14 17:23:09,2017-02-14 17:30:03,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,Important,Important,Essential,Essential,Important,Essential,Important,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Mostly meets,60,,,,,,,,,,,,
W1BLW0005522,2017-02-14 17:26:16,2017-02-14 17:30:05,Essential,Important,Essential,Essential,Important,Important,Essential,Beneficial,Essential,Beneficial,Essential,Important,Essential,Important,Important,Important,Essential,,,,,,,,,,,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Partly meets,Partly meets,Does not meet,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0004742,2017-02-14 17:20:23,2017-02-14 17:31:26,Important,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Partly meets,,Fully meets,Partly meets,Does not meet,Fully meets,Fully meets,Mostly meets,,Does not meet,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,40,,,,,,,,,,,,
W1BLW0007405,2017-02-14 17:23:46,2017-02-14 17:31:27,Important,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Essential,Important,Important,Essential,Essential,Important,Essential,,,,,,,,,,,Does not meet,Does not meet,Partly meets,Mostly meets,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Fully meets,Partly meets,Does not meet,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,80,,,,,,,,,,,,
W1BLW0004319,2017-02-14 17:26:04,2017-02-14 17:31:41,Important,Beneficial,Important,Essential,Important,Beneficial,Important,Not relevant,Beneficial,Essential,Important,Important,Important,Important,Important,Important,Important,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Partly meets,Fully meets,Fully meets,Mostly meets,Partly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Not relevant,Partly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0009255,2017-02-14 17:13:26,2017-02-14 17:31:41,Beneficial,Beneficial,Essential,Important,Important,Essential,Important,Important,Beneficial,Important,Essential,Essential,Essential,Important,Important,Important,Important,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Partly meets,Does not meet,Partly meets,Partly meets,Does not meet,Mostly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,80,,,,,,,,,,,,
